ID,UNNAMED: 1,LONGITUDE,LATITUDE,NAME
01KRB0056,,97.9096,4.2487,JAMBO_RAMBONG_TB
01KRB0057,,98.125,4.2631,SUKAMULIA_RANTAU_MT
01KRB0058,,98.1926,4.3754,TELUK_KEPAYANG_PL
01KRB0059,,98.1665,4.3481,DUSUN_PASIRAN_MT
01KRB0060,,97.9605,4.1422,ALUR_TANI_TAMIANG_ST
01KRB0064,,98.1417,4.3008,GEDUNG_BIARA_SEURUWAY_TB
01KSB0001,,97.86,2.6647,SUBUHSALAM2_TB
01KSB0002,,97.8946,2.7931,BEGRUN_TB
01KSB0003,,97.8955,2.6214,SAMADUA_MT
01KSB0004,,97.9318,2.6798,BKL_BUAH_MTY_TB
01KSB0005,,97.9488,2.6494,BULUH_DORI_TB
01KSB0006,,97.9673,2.7155,MB_BATUBATU_MT
01KSB0007,,97.9991,2.6468,SUBUHSALAM_BARAT_CM
01KSB0008,,98.0005,2.6651,BLEGEN_KN
01KSB0009,,98.0092,2.6451,PULAU_SAROK_PL
01KSB0010,,98.0099,2.6385,SUBUSALAM_KOTA_EP
01KSB0011,,98.0456,2.5802,SIMPANG_GAJAH_EP
01KSB0012,,98.0614,2.6139,PENANGGALAN_KN
01KSB0013,,98.0209,2.6106,NT_DESA_DASAN_RAJA_PL
01KSB0015,,98.024,2.627,PENANGGALAN_MT
01KSB0016,,97.8478,2.7225,SEPADAN_MT
01KSB0017,,97.9893,2.6512,SUBULUSSALAM_BARAT_TB
01KSB0018,,97.9188,2.6811,MR_MUKTI_MAKMUR_PL
01KSB0019,,97.8532,2.5904,MR_SIPERKAS_PL
01KSB0020,,97.9789,2.6643,SIMPANG_KIRI_SUKAMAKMUR_MT
01KSB0021,,97.8937,2.8021,GUNUNG_BAKTI_SUBULUSSALAM_CM
01KTN0001,,97.7416,3.5981,RGAYO_LUES2_TB
01KTN0002,,97.7916,3.5255,KUTA_CANE2_TB
01KTN0003,,97.805,3.5066,ALAS_MELANCAR_TB
01KTN0004,,97.8119,3.4847,KUTACANE_MT
01KTN0005,,97.8267,3.4641,BAMBEL_ST
01KTN0006,,97.865,3.4415,KUNING_ST
01KTN0007,,97.8977,3.4045,SIMPANG_SEMADAM_ST
01KTN0008,,97.9184,3.3515,LAWE_SIGALAGALA_EP
01KTN0010,,97.7623,3.5627,SIMPANG_IV_TANJUNG_MT
01KTN0016,,97.9541,3.3091,LAWE_DESKI_SABAS_PL
01KTN0017,,97.8329,3.423,LAWE_ALAS_TB
01KTN0018,,97.888,3.4271,BUKIT_TUSAM_TB
01KTN0019,,97.8588,3.4706,LAWE_SUMUR_PL
01KTN0020,,97.8189,3.5153,DELENG_POKHKISEN_TB
01KTN0021,,97.8207,3.4966,MR_TENEMBAK_LANG_LANG_TB
01KTN0022,,97.8359,3.4444,MR_KUTE_SERI_TB
01KTN0023,,97.9807,3.2893,MR_TANOH_ALAS_PL
01KTN0024,,97.8117,3.4542,SMPN3_KUTA_BATU_PL
01KTN0025,,97.781,3.5439,PERANGINAN_BENGKOK_MT
01KTN0026,,97.9083,3.3798,BATU_DUARATUS_MT
01KTN0027,,97.8561,3.3701,PUSKESMAS_TANOHALAS_MT
01KTN0028,,97.7655,3.5437,KUTE_RAMBE_MT
01KTN0029,,97.9294,3.2991,LAPPET_PARDOMUAN_ST
01KTN0030,,97.8402,3.4847,LAWE_KULOK_ST
01KTN0031,,97.9394,3.333,NUSANTARA_LAWE_LONING_ST
01KTN0032,,97.8608,3.4239,PAYA_RAMBUNG_ST
01LGS0001,,97.4738,5.1182,SEUNEUBOK_PIDIE1_MT
01LGS0002,,97.4787,5.1093,PAYA_NADEN_CM
01LGS0003,,97.4892,5.1491,LUENG_SATU_MT
01LGS0004,,97.5094,5.1073,MADAT_ST
01LGS0005,,97.5178,5.0555,BUKET_BATA_TB
01LGS0006,,97.52,5.1203,ULEE_ATEUNG_PL
01LGS0007,,97.5205,5.0707,SIMPANG_ULIM_LGS_MT
01LGS0008,,97.5268,5.0864,PUCOK_ALUE_BARAT_CM
01LGS0009,,97.5377,5.0688,PANTE_LABU_MT
01LGS0010,,97.5402,5.0969,SIMPANG_ULIM_PL
01LGS0011,,97.5507,5.0793,NICAH_AWE_TB
01LGS0012,,97.6228,5.0439,PANTON_LB2_TB
01LGS0013,,97.6447,5.036,KUTABINJEI4_BEUNUT_TB
01LGS0014,,97.6673,5.0296,NURUSALAM_ACEH_TIMUR_PL
01LGS0015,,97.719,4.986,DARUL_AMAN_ST
01LGS0016,,97.7286,4.9772,BEUNOT_KAMPUNG_BAROH_MT
01LGS0017,,97.7519,4.9646,GAMPONG_JALAN_CM
01LGS0018,,97.7606,4.9477,IDI_RAYEUK3_LGS1_MT
01LGS0019,,97.7623,4.9577,SEUNEUBOK_RAMBONG_CM
01LGS0020,,97.7666,4.9522,IDIE_EP
01LGS0021,,97.7672,4.9629,KETAPANG_MAMEH_TB
01LGS0022,,97.7699,4.9493,PASAR_IDI_RAYEUK_CM
01LGS0023,,97.7741,4.9496,IDI_RAYEUK1_MT
01LGS0024,,97.7761,4.9609,IDI_RAYEUK_TB
01LGS0025,,97.7768,4.9418,SEUNEUBOK_PUNTEUT_PL
01LGS0026,,97.7796,4.9571,IDI_RAYEUK2_MT
01LGS0027,,97.7942,4.9302,KAMPUNG_JAWA_ACEH_TIMUR_PL
01LGS0028,,97.8014,4.9144,BLANG_GEULUMPANG_TB
01LGS0029,,97.8129,4.903,SEUNEUBOK_PEUNTEUT_CM
01LGS0030,,97.8156,4.8025,ALUE_DUA_ST
01LGS0031,,97.8301,4.891,PEUDAWA_ST
